age,income,loanamount,monthsemployed,interestrate
64,80825,146613,89,16.25
61,117284,15745,32,11.35
57,45389,14097,43,13.07
22,70476,55516,72,10.12
67,15381,161649,45,22.31
48,33698,57045,97,16.8
49,144517,11949,83,20.86
67,94288,135869,57,19.06
28,103400,192856,95,20.89
31,119341,118750,107,22.18
31,112704,63995,50,21.85
38,93622,47034,30,24.68
44,115431,203650,14,5.91
34,42119,221346,33,12.65
34,40560,68154,81,2.83
57,107771,146807,27,14.77
36,65205,135581,73,7.91
36,87741,160521,46,13.9
22,35280,176059,77,21.58
55,116705,37917,89,24.51
50,100633,203322,8,14.78
18,123441,179834,91,6.37
66,133563,113506,34,14.92
37,131750,229094,60,2.37
29,110375,88425,10,16.73
65,78983,114034,16,23.48
31,106175,66075,68,17.83
32,27907,57594,58,17.31
47,149979,155051,44,21.69
57,126541,125088,75,9.53
62,66875,223702,65,2.04
26,102831,176340,70,16.89
66,124639,193498,78,21.81
37,15817,130525,27,17.45
32,17428,210329,41,9.43
45,134220,91473,56,8.37
63,43299,12036,48,9.05
26,38654,138199,118,24.55
33,59217,22883,117,13.49
29,122474,210635,115,4.42
56,90541,43078,86,15.65
34,146832,184669,110,18.38
34,42386,110880,31,6.66
66,112540,199317,110,17.06
25,40878,210716,91,14.22
53,98036,150747,118,19.42
30,122136,162054,104,11.72
30,114702,51046,17,6.0
68,83530,208226,96,14.41
43,123101,34757,64,6.36
61,139965,34991,85,20.88
28,70143,223131,13,23.96
47,144596,141355,7,20.5
49,108376,39509,49,7.36
56,55833,146015,82,8.62
19,55251,37677,45,23.88
39,69914,207789,97,21.37
28,144872,34145,82,18.04
22,115267,39628,10,11.21
20,65512,62088,8,8.1
42,50995,95424,16,16.67
53,38765,102043,20,12.38
23,35409,30199,58,8.81
61,113943,236567,75,15.73
42,83366,58366,37,15.99
40,48126,5686,59,17.0
47,138839,204498,40,7.31
54,24116,143268,40,23.38
43,59916,38567,21,2.99
23,122978,209331,0,9.94
43,88709,149707,31,8.02
50,61488,217424,88,7.16
22,125609,108075,117,24.8
65,49845,69101,51,18.27
29,38122,158974,14,3.51
32,49752,167123,114,12.12
60,91426,57972,31,4.97
63,23288,233688,110,14.74
32,107352,134574,6,14.43
18,25467,37651,25,9.97
54,134912,206422,63,15.04
19,91151,35877,64,9.77
21,118393,73585,21,22.85
32,119016,25609,65,17.44
51,142979,188489,77,7.99
57,101768,25753,15,13.67
32,91850,240539,111,13.57
54,61971,96798,111,6.04
19,141715,247292,70,15.51
62,38805,248308,21,11.11
62,87119,101706,7,4.16
34,124414,23870,64,20.54
60,90925,199556,16,15.98
35,78061,186248,60,7.51
28,25889,239328,23,10.46
35,123924,125960,63,4.51
68,63400,51564,104,7.64
35,143241,90445,113,9.97
49,131680,221797,105,8.19
42,47651,51224,119,4.62
26,76933,78318,47,2.8
65,32156,200359,33,24.57
39,148127,11560,62,22.17
65,43725,181198,96,17.07
28,63970,220266,27,2.83
18,31958,127875,28,8.81
61,21629,170198,81,10.68
45,99976,149508,13,19.21
68,136907,109917,38,4.07
68,149205,118019,37,19.73
67,29663,101130,82,14.4
39,145488,227261,36,23.01
65,96224,98517,41,4.71
25,42316,106728,81,4.38
56,69010,84895,59,23.75
24,70976,35437,73,24.45
65,36941,221557,119,8.08
36,21094,115370,58,7.25
23,27591,116651,62,3.07
62,29142,125488,10,11.21
56,132179,72988,15,14.0
45,79554,87638,47,15.61
68,32169,87681,97,7.74
38,15164,103378,4,15.11
21,77812,78742,39,12.8
30,89536,46772,59,18.03
23,138351,111931,74,12.5
66,116806,127816,53,12.19
34,31738,107604,115,10.76
23,65251,222671,65,18.41
61,55162,231725,70,13.66
46,144997,104959,14,13.83
69,96872,11427,77,5.46
24,37722,225994,17,12.07
60,29173,85764,115,6.82
33,84290,167380,87,16.01
48,73510,69156,71,22.9
29,55596,160224,75,8.48
57,94640,239967,68,5.81
42,114330,91025,38,6.56
34,113166,159709,44,14.56
32,101496,48189,57,24.23
25,47870,86330,20,22.39
66,142102,158656,19,22.18
24,49872,21942,41,24.39
28,63270,136303,60,7.54
63,64875,19986,90,9.42
41,87439,34674,15,17.1
44,65766,92125,41,20.31
61,120145,158100,18,8.99
65,48800,76340,18,9.94
35,17124,152964,102,4.17
58,144160,62581,105,4.79
58,45455,10651,21,15.04
49,74968,157834,64,21.94
37,89323,156470,60,3.78
30,130695,114877,64,6.57
40,141368,118826,37,12.26
58,120166,48135,113,4.75
62,21235,55330,115,11.7
52,20960,143284,59,17.56
49,21889,20448,50,21.04
67,34929,209223,35,22.13
46,149302,57110,108,18.43
19,31537,45930,65,18.52
57,69345,103523,5,9.95
59,144009,54543,18,14.61
50,35423,235712,95,19.75
53,77704,226104,70,14.31
36,43103,64620,99,22.46
36,104444,6551,104,13.39
56,126913,203702,46,21.64
55,126154,157074,39,23.68
20,146254,226817,39,20.5
60,95034,98009,90,20.87
32,59305,16081,116,11.14
28,110943,206961,94,3.48
32,34184,113500,17,9.02
22,70053,213475,69,15.21
54,40456,242307,2,15.45
56,99202,219748,48,18.09
29,113577,169593,3,21.83
38,37618,245846,31,6.82
57,17413,229393,81,6.19
50,104664,222239,16,12.83
68,76628,46592,70,4.12
46,26532,248909,37,13.31
34,28555,27439,39,15.03
62,101294,80283,68,16.45
24,23854,86964,13,21.6
19,27458,135734,13,18.64
30,41110,59992,105,2.65
30,146862,41110,97,4.96
50,113394,47272,75,7.71
44,31128,182340,115,9.58
19,41046,233856,108,18.68
29,116303,74769,77,10.28
29,85571,170145,4,16.94
54,29139,163668,28,2.92
60,44999,34243,16,23.91
19,92664,14903,97,8.56
44,82143,168171,119,3.29
50,52413,165843,20,9.95
45,118917,155708,51,9.98
69,44918,131161,3,22.48
63,63108,127370,104,20.55
19,138587,215857,43,3.48
59,111098,135488,99,24.76
44,50419,64432,107,4.65
25,65507,124303,3,20.57
47,15904,230394,19,18.26
60,64625,97595,15,14.75
21,56161,56848,14,12.44
33,103665,90587,110,6.77
20,68976,215072,112,19.08
44,136838,216365,89,9.27
40,75869,159033,9,24.67
65,146592,146869,93,18.55
56,87009,14147,114,20.63
20,62761,192441,52,13.85
60,104340,159515,93,12.84
62,122623,24916,49,2.17
69,46473,183348,88,18.22
24,123025,144387,1,13.67
68,22779,80802,85,8.6
55,38264,112595,54,5.31
35,60033,136311,38,6.16
40,95726,122337,45,3.52
66,59722,88097,60,12.72
62,78217,241229,101,2.15
54,102102,115375,31,17.4
19,43998,41897,41,17.48
33,47650,127897,111,18.65
26,19203,110597,12,4.93
28,87453,243479,88,6.59
63,94270,162294,11,13.88
48,67361,232993,14,2.63
69,124770,180865,84,16.01
28,50205,91640,15,23.07
25,83818,17892,18,8.68
19,132330,13717,105,21.16
53,31169,44862,61,24.63
27,117942,175569,24,13.61
21,81883,143184,88,7.53
44,29297,38799,31,4.47
30,125290,67684,19,17.0
21,54228,70327,110,13.66
47,34819,7165,87,12.51
35,142210,147808,95,21.09
60,62358,131106,108,21.54
32,57408,220063,115,12.45
35,105782,17961,107,6.01
46,22350,141320,112,21.54
40,18776,156080,17,6.13
55,116411,153780,106,23.73
53,32542,97433,57,7.05
66,50766,123215,43,11.01
19,142065,159951,80,3.99
36,117543,48395,51,20.66
30,37902,89972,100,10.05
41,55004,130015,38,22.25
37,52170,131994,3,23.62
29,24995,63961,112,10.22
39,99018,62590,11,4.43
53,139800,133861,86,22.08
52,32399,50785,62,8.29
53,132473,78224,73,21.67
20,109137,112459,18,17.13
21,60967,117813,35,16.88
47,51955,121549,49,9.26
60,59384,246519,107,12.4
51,40954,115202,97,8.33
29,83013,106199,44,20.74
53,102815,151371,47,12.93
56,21088,228830,16,5.59
18,84270,81125,102,6.65
33,148008,24141,106,8.07
23,76669,203890,22,7.66
30,52065,113144,55,12.08
53,35491,16877,14,7.62
39,20598,236024,27,13.62
49,90453,224511,21,17.78
29,30975,88171,88,3.01
51,144992,224755,5,9.64
65,143456,25238,29,19.26
45,80370,187699,50,18.88
26,73560,96459,72,22.73
64,101405,185874,118,23.65
46,42854,40037,70,22.62
42,15986,230742,49,6.08
42,26835,28578,10,6.59
54,44064,124713,89,13.4
66,54576,80605,113,23.99
37,41328,75390,34,15.96
20,106902,239309,72,23.81
25,105854,89921,61,18.97
24,141438,25499,20,10.56
58,135078,210697,64,24.36
31,92960,70586,117,6.27
24,139462,109867,85,15.62
68,81508,75340,100,18.86
68,60664,101008,73,24.71
26,65175,129044,62,18.36
52,35305,112952,11,8.24
54,40767,207412,119,5.75
56,29894,114853,100,5.43
61,46973,211472,8,10.79
32,84096,27175,104,7.69
29,46232,96016,110,2.38
29,134265,244109,27,18.86
44,58691,123425,70,22.0
21,139739,10507,5,17.84
21,77104,97427,61,16.0
55,42236,126697,1,21.98
44,96917,101650,63,9.14
35,38932,40450,81,3.3
26,99564,177418,24,22.1
68,19918,76586,79,20.75
45,72996,43735,95,12.84
42,40650,84425,19,14.67
58,15612,91022,108,7.1
36,63426,140601,23,22.12
31,51883,109256,91,24.48
32,137852,229792,11,18.06
22,72569,23539,97,14.74
57,59109,140035,49,21.95
33,57691,61835,33,18.05
40,135117,27481,90,5.9
63,135026,82733,77,17.92
54,146118,239104,88,10.09
50,24556,11829,69,19.15
68,140485,138407,18,16.35
22,46908,69605,87,16.79
24,80769,244371,29,8.49
26,141189,56160,112,21.56
47,62050,106881,101,20.62
22,18404,44417,3,9.27
61,58881,169036,95,19.55
21,66089,164266,46,14.83
20,134045,163424,79,16.25
42,90948,101882,100,17.38
66,22188,17496,61,11.99
54,32060,160877,114,2.4
26,127082,247021,74,4.61
60,102471,165882,57,8.11
41,97998,207295,68,11.27
66,64950,216415,89,8.34
67,75324,129606,54,3.94
19,32122,167239,91,18.64
25,94830,223131,14,18.86
47,120525,38369,84,12.72
46,81882,34854,25,16.58
41,146629,162849,107,20.42
19,29344,137708,64,18.42
61,32015,85306,38,16.58
68,18083,135713,43,11.4
27,79484,127788,74,19.25
52,32315,232635,69,8.37
64,98157,249974,55,15.88
66,16049,136788,30,15.51
32,94311,189908,91,11.64
19,133208,214894,13,23.75
46,68602,246018,4,7.28
33,19115,7160,27,11.0
60,77705,133043,105,17.78
36,32461,194380,27,9.04
51,100625,99080,73,5.02
44,131733,37385,69,12.86
36,60117,98098,49,7.37
24,25668,24293,105,2.78
51,45871,150357,22,10.81
61,58508,218845,94,12.69
42,18047,110035,37,4.95
33,93635,223447,28,7.87
52,67075,126603,65,17.21
64,99443,20240,114,13.69
43,131834,49471,6,21.75
46,77032,242564,10,11.32
65,37774,19607,30,17.5
19,129316,159980,33,14.12
45,83635,116580,76,20.58
46,60532,108621,15,8.41
46,135482,233155,80,22.43
39,127980,69424,112,22.7
65,113849,143804,105,17.54
32,92756,184920,2,19.94
61,148740,55904,11,12.88
58,38661,36594,63,13.55
35,86884,13297,59,9.92
56,40770,148624,87,5.2
60,103145,171083,61,4.85
18,139782,111632,14,8.68
38,111572,196489,70,24.33
19,57043,105416,49,15.37
66,34080,115958,64,11.78
31,124850,93113,31,2.91
60,58341,66560,118,24.86
38,20466,164542,34,23.33
19,114881,249681,8,10.1
24,103458,85499,11,14.8
61,88472,213271,52,7.63
27,75101,249834,106,2.49
63,40710,66969,115,9.85
26,106746,174431,35,18.1
50,99210,147828,11,23.86
35,59654,79009,117,12.68
66,22286,36008,95,3.91
61,17471,112783,57,6.13
22,89512,30361,96,21.03
28,142889,118036,10,8.58
43,142015,174455,54,20.55
26,42784,34210,119,15.88
64,56533,77337,18,24.71
28,91575,141519,92,13.06
33,143307,246977,80,10.69
24,54697,213779,64,6.72
41,139834,115565,48,19.81
60,55479,108822,29,2.63
69,71154,28724,114,15.64
60,93179,110915,97,8.8
33,96379,99612,37,20.78
43,111322,236247,26,20.63
35,66524,201284,94,21.53
34,50256,49151,40,19.28
18,56362,18725,57,18.71
20,108201,236590,10,24.06
59,138690,145455,25,9.88
65,87390,99808,15,5.0
46,99128,237796,48,17.96
48,104458,20370,115,17.51
50,88727,41166,86,8.67
19,104687,154828,0,14.88
26,31596,159552,33,18.77
24,34982,178039,48,14.76
22,36641,68657,49,16.39
55,33987,148839,107,23.78
23,124121,170952,103,9.4
60,82946,76443,15,8.09
49,76150,28360,69,3.58
38,134987,183773,40,18.23
54,31908,143657,85,12.49
47,53271,163200,109,22.45
25,91488,235061,27,14.06
40,45688,60731,43,22.41
37,138590,118285,94,24.41
55,118306,229558,108,12.11
27,68107,103686,27,16.05
43,148952,245485,112,9.63
65,58599,92377,33,13.38
29,50878,99171,66,17.54
29,147108,224341,24,8.72
61,129310,249682,79,24.78
38,75034,173632,102,13.13
33,86827,150380,67,4.02
42,94157,242581,110,8.46
50,44808,134797,91,20.97
40,59118,159360,29,8.53
63,29178,67304,75,4.7
33,50873,38175,33,16.12
43,73157,158610,46,13.93
31,54313,13058,113,13.22
20,57104,212311,77,20.31
41,26146,81437,24,10.81
32,23582,21298,62,18.12
19,149692,38522,63,16.45
60,122825,186018,31,16.89
51,77632,163847,21,23.14
65,130107,108599,27,5.31
32,71317,214491,97,8.07
47,15117,82945,7,22.3
44,21725,191257,39,3.84
19,126389,33215,31,20.84
48,89331,242495,106,15.22
47,105980,131542,65,3.45
66,75191,152116,68,2.95
31,72334,16531,25,15.9
66,119639,5318,36,8.15
64,124284,244987,52,5.32
62,67691,136946,54,5.2
28,144254,94805,20,24.38
23,86462,101001,12,6.01
39,109772,186690,52,3.3
51,115356,53547,23,19.21
31,123873,196145,12,6.36
46,105003,111531,88,2.11
61,138717,188251,112,6.27
42,103696,47573,109,23.51
23,111616,43337,92,21.12
36,44549,225284,26,24.35
42,39971,212936,58,9.24
18,97201,132815,71,24.88
50,58685,86193,19,7.37
68,106151,136920,51,2.96
63,31992,38006,47,17.66
60,148930,127413,27,13.52
33,112649,173810,35,2.98
51,113541,143522,53,6.55
62,102023,14672,21,24.7
29,78207,248426,34,12.25
37,51561,173678,99,8.19
23,33898,236363,65,7.89
69,132580,227531,18,13.85
56,87073,127538,92,11.28
61,94989,65988,35,20.8
58,89401,166685,74,2.27
28,64684,240343,17,9.45
61,137632,169885,107,4.99
18,36796,238572,58,7.32
39,44534,34153,39,15.31
21,46884,149977,47,17.76
32,26576,104117,10,23.12
66,89966,181219,79,22.77
57,119122,123846,77,17.81
57,93305,237410,31,12.85
69,130189,158682,37,18.26
32,25599,142358,59,21.97
48,76036,70963,20,15.96
66,57928,151874,44,11.92
61,84982,44511,58,5.05
44,117591,79202,114,22.39
52,96054,59715,90,13.42
60,138249,201936,72,15.87
55,136221,166091,27,23.42
37,28099,77226,59,8.28
69,40944,139332,100,20.54
18,41132,67125,68,4.04
26,83728,137221,65,9.3
55,47805,26296,100,11.03
51,16158,123858,67,6.55
47,79923,213380,10,12.69
37,86916,233399,74,12.45
56,50266,58661,67,21.87
20,31301,226170,25,24.77
59,115149,219322,117,21.33
32,102729,125807,16,15.5
36,90784,65461,61,14.28
57,71897,182681,74,3.86
33,131183,161081,111,18.2
30,144640,79910,26,12.51
40,18876,176069,43,4.09
38,31405,240669,102,2.79
18,126449,155162,59,13.77
34,131668,27632,58,9.0
36,45450,122355,107,12.24
25,117455,101824,29,22.48
53,129975,153678,37,8.61
21,24102,31128,35,11.83
43,96047,99297,89,18.25
49,113375,200516,59,21.64
30,109229,227368,98,4.68
55,77506,14347,38,17.68
37,29263,133978,56,5.83
22,123046,29318,34,8.19
65,111144,112351,10,23.67
19,63496,244383,38,12.41
36,147094,11225,109,15.84
34,39338,220349,57,24.17
54,111514,155841,75,20.72
57,142571,191532,96,17.01
52,119963,104271,36,24.85
68,140217,236818,108,13.31
64,83607,100717,50,2.04
41,78860,5839,46,13.14
43,119410,177218,65,13.68
61,42862,21158,31,21.89
25,112637,224798,10,3.31
56,43122,56512,51,17.32
61,77728,160885,25,15.66
54,144221,215673,118,11.22
21,46012,178799,76,9.99
43,112675,140333,39,12.4
26,88920,194336,71,8.72
63,39276,220030,5,22.25
41,118139,191979,65,7.17
62,140474,221454,19,21.95
64,87339,56436,4,15.15
39,66929,83416,38,6.82
21,100801,75033,112,24.53
60,66870,199183,57,9.27
43,23633,190157,44,4.4
30,99813,22021,105,14.86
56,117840,130658,78,5.24
30,111240,53177,38,16.06
20,24215,167331,59,14.17
26,48459,67539,1,24.12
52,57751,125662,13,24.38
63,44520,13443,39,5.99
31,83715,74217,39,14.78
39,139051,212158,54,10.07
57,133561,138306,115,5.53
37,38675,162012,90,22.57
29,143356,197697,80,5.33
38,25190,130316,114,15.19
69,44388,174361,22,23.39
59,77773,165550,64,10.53
66,137842,166175,66,8.07
25,145669,183446,97,12.35
51,128740,98647,86,17.87
42,48298,29387,18,3.89
25,101930,164699,87,2.83
63,123183,131896,88,14.74
62,37119,56492,82,20.9
53,30577,31362,64,13.54
42,63210,80515,69,17.09
40,47173,156628,5,8.81
60,52388,65563,105,8.37
26,37299,95211,115,18.49
58,19329,249830,17,17.84
48,133471,171416,72,12.58
68,37932,74548,50,8.52
56,94816,188510,99,3.93
39,126570,83302,98,10.2
18,39294,244793,79,10.31
53,36369,17834,27,20.14
52,50648,191604,77,3.23
19,36213,120134,88,15.79
55,111610,78661,30,19.45
43,29823,203157,76,11.21
52,52097,243709,5,24.45
31,88842,217536,75,14.97
29,147206,37698,70,3.59
37,113494,11413,90,11.94
46,33686,39097,30,10.11
49,19640,213211,101,18.43
20,54632,242098,12,5.07
46,130526,83168,66,3.28
52,112743,243367,73,5.66
21,23354,151341,24,2.96
62,100267,33325,98,10.25
67,128535,131266,25,8.88
27,97993,89912,34,22.01
63,21503,227919,45,16.22
51,58686,158644,61,13.62
69,98180,199031,61,15.5
48,105028,129006,91,21.94
57,72003,87399,7,9.93
60,45620,96769,66,13.54
69,32576,18775,0,3.76
54,85529,136087,109,20.58
30,140984,233007,29,16.18
18,94793,209946,37,4.55
61,118603,65664,102,17.51
46,136939,95901,108,7.46
38,148527,76353,100,24.02
69,75183,41561,7,21.93
61,105364,247694,74,8.38
37,126215,183228,96,7.49
51,26209,229061,9,3.29
19,33157,173457,5,4.25
39,120548,195306,4,16.71
62,90902,181492,116,21.39
43,77622,63756,83,19.01
30,56448,90162,105,19.55
30,87809,229722,101,5.8
68,116154,107020,75,22.45
41,84584,26842,31,6.58
19,27476,237802,54,3.65
21,36315,162836,90,19.72
24,119564,159055,110,24.23
65,48005,141086,116,2.06
52,142875,249518,26,16.44
48,52569,124407,18,16.14
39,139324,30985,9,10.23
25,120702,149445,48,13.6
24,76225,147480,3,23.74
42,93166,83245,109,2.94
57,30977,149278,66,13.87
54,126191,227406,117,19.66
31,40193,77816,93,11.95
63,149616,219672,47,19.54
20,116186,37511,57,13.98
19,101356,176663,14,10.69
55,111019,80094,93,21.71
40,70229,126442,36,19.18
31,61069,165491,105,2.8
27,94989,105245,94,20.57
41,37517,133685,80,2.45
57,140405,51547,71,24.26
57,17385,83511,42,23.07
40,66851,143050,53,17.97
57,28454,222199,66,18.82
69,149993,222433,11,24.25
40,68367,151894,65,5.63
39,16474,162208,40,18.99
41,129725,185798,14,8.74
25,82605,234715,30,13.17
28,133013,150277,64,7.76
28,29223,238002,56,3.58
52,137434,181185,56,16.26
32,51382,178005,113,14.74
25,61343,209229,30,3.99
39,64585,9782,92,14.81
51,64733,220000,115,11.31
57,101715,146180,67,6.01
63,72603,98146,65,4.12
47,141432,31508,108,5.61
18,58254,21016,20,5.9
24,76840,188838,31,3.96
56,123419,181975,53,12.56
20,149644,52356,70,23.23
24,107498,218769,3,5.69
40,124977,163915,94,6.66
43,82848,162890,47,17.01
29,46599,162446,78,19.81
52,138709,200255,31,5.92
47,18090,202034,91,13.25
50,30766,103792,64,15.02
66,143485,129944,62,23.93
47,51176,122535,90,7.69
69,109391,40941,83,12.86
26,114166,75110,64,3.49
53,67467,14657,68,24.03
28,100917,119085,25,4.32
19,93423,197289,91,12.99
30,65016,157408,3,17.31
25,131771,214697,64,4.37
56,18968,214395,85,8.64
33,100357,125426,117,17.37
53,120708,153244,51,10.22
30,100403,20323,92,22.39
19,73720,36609,87,20.15
56,137026,159072,30,9.67
20,142657,225906,29,21.13
23,145085,31701,105,8.98
29,76350,106796,91,20.23
29,144823,142470,73,11.07
41,146077,244595,105,5.9
66,55344,185639,65,21.41
24,91518,59383,91,10.32
66,141319,22161,17,2.1
68,25609,74406,74,14.08
41,84840,132180,70,14.32
29,77577,173440,67,21.35
54,48086,204085,10,15.91
64,70425,96899,80,2.59
47,18318,195482,92,14.52
20,69570,11049,10,20.38
20,70824,27162,49,9.74
52,64936,71984,10,20.34
23,17206,180541,60,6.83
37,110130,92015,99,2.07
36,39444,109449,48,9.02
60,36677,97237,11,5.04
37,65054,33871,108,12.28
36,91164,112290,75,12.58
18,88481,54573,94,9.5
62,68603,85739,119,9.15
32,135936,38188,12,18.8
24,60376,59579,8,5.3
25,94292,99694,55,5.81
53,90523,54613,107,8.45
53,80547,232609,27,21.26
58,118648,200197,7,17.44
56,44387,41240,64,20.8
56,114895,158965,26,4.48
53,89599,84917,101,3.87
40,105496,58349,63,2.03
40,29964,165247,49,14.4
62,124950,33508,46,10.57
18,64165,230793,10,7.22
41,133234,128723,74,17.99
42,81839,140163,38,23.09
18,19256,139376,6,9.98
58,96065,237834,0,24.22
22,132562,70413,45,7.57
25,92728,83984,115,17.71
39,107992,199059,64,10.09
32,125034,63052,17,24.23
28,117198,93143,77,18.01
39,106642,223542,83,16.23
36,107019,89406,27,10.99
26,125161,237473,70,3.29
57,62062,52218,119,15.76
21,147049,40010,51,24.46
51,59290,45386,20,8.53
42,56951,116218,28,21.49
20,25808,159718,58,8.97
28,74514,32547,16,17.95
43,32187,7181,41,4.11
64,113399,65668,7,22.5
19,49329,90874,21,5.45
29,60705,125286,96,24.36
54,17910,59488,90,19.3
56,24903,218743,48,24.28
37,125120,13510,24,24.1
60,69749,237073,15,11.68
27,69557,109228,61,7.69
48,96427,221828,8,21.15
21,20947,119754,27,18.89
42,53414,216533,51,21.37
51,49620,225056,61,8.85
57,34903,135268,115,18.86
47,97164,156950,58,24.95
48,99311,96835,40,8.32
44,45406,231709,105,20.2
51,113742,150611,84,24.82
50,25572,154835,2,24.11
41,54430,102562,45,16.38
44,117718,43157,95,14.9
40,138715,94477,40,14.49
31,24744,166797,104,23.76
21,35286,219964,18,16.44
49,17831,226333,55,21.63
29,149582,153370,89,19.02
25,33270,212832,111,10.35
52,120621,9455,57,13.43
66,129440,172309,114,4.75
42,105539,201305,2,21.77
39,43369,116623,66,23.53
64,37201,161249,44,7.02
65,80785,146827,42,19.21
44,95606,136638,54,20.18
23,36600,104724,36,10.28
41,94258,145905,74,20.22
30,96566,147990,85,15.43
52,81651,237877,66,22.37
65,122516,156742,25,7.22
31,37316,117643,75,3.62
26,66586,191007,76,9.55
21,119749,198475,90,10.28
28,128274,63813,52,10.55
53,111520,165640,2,23.0
25,114938,249557,38,2.21
44,63186,188106,35,7.07
33,45722,38986,3,7.16
49,28889,145597,88,14.94
36,53629,231920,119,17.07
24,46979,186167,98,19.96
19,81931,124285,79,3.55
48,29981,114040,119,11.55
27,120370,220073,107,5.2
61,132924,192313,20,14.84
60,106044,103402,29,5.27
52,144758,171947,38,6.48
18,34898,63748,47,19.59
58,52026,61065,14,8.1
52,114224,211691,31,5.27
57,70537,235251,53,15.4
25,19294,15439,103,11.21
61,33903,35172,90,13.76
49,142704,67749,104,16.4
29,113040,96640,28,13.25
52,120731,180659,106,24.83
19,81694,59997,19,8.71
68,139072,158328,18,2.88
20,99943,115898,96,22.45
42,28517,113884,71,13.79
53,69302,41476,51,14.11
59,30892,82752,107,19.21
61,22251,127174,46,3.83
62,147481,153476,21,21.63
38,54747,24403,61,10.36
22,31794,193337,39,11.54
27,139907,124376,77,22.53
43,32249,188001,29,19.45
22,149010,47841,104,22.9
18,46337,55929,98,14.65
34,139406,47168,5,22.58
31,68436,157787,99,4.19
39,148845,190590,38,19.95
63,106176,120252,54,21.19
67,135441,194848,85,20.89
66,100760,37448,68,11.2
28,111233,27429,69,20.51
49,141937,76726,40,7.07
57,64815,127656,95,4.64
53,15330,181909,62,2.18
61,18247,119342,8,15.51
29,86031,238972,0,4.39
33,37663,38725,119,18.9
18,44305,169365,88,19.66
53,97324,218729,2,11.28
22,79706,114780,108,5.02
20,106574,117560,87,17.79
49,96750,8341,105,5.47
57,105257,63211,96,23.21
33,56188,95538,100,13.58
69,120803,43140,32,8.39
50,90379,78742,28,2.04
37,125113,83197,71,2.2
45,66821,192852,85,20.15
39,138229,49768,39,22.65
64,25917,143645,105,23.99
21,51277,42815,33,6.12
58,125335,173801,91,11.56
50,131298,43646,12,19.29
24,118934,88027,43,18.65
66,32874,169062,68,9.65
23,31758,32627,70,5.12
42,127232,46480,59,19.46
58,63568,201160,35,8.27
22,140688,196321,13,24.75
43,137840,12568,20,5.25
27,91048,101475,12,8.55
65,136340,75396,47,18.29
22,127653,213802,98,24.01
45,124606,189999,71,10.17
58,28214,114217,117,14.14
27,63668,138744,86,24.19
53,33355,192917,33,22.66
34,59415,81049,103,9.35
68,81820,150888,71,9.18
69,45127,228248,105,2.88
41,63223,37527,98,7.11
66,87049,101106,107,17.73
28,58122,169637,59,2.51
20,98103,159529,115,7.06
56,91815,5409,75,10.89
24,72715,167759,0,11.82
40,99357,75920,38,16.16
27,24444,100765,76,23.52
44,87695,108532,59,21.36
54,74853,248359,51,16.15
59,127510,220489,75,16.35
28,20391,10026,117,15.19
47,44652,165351,63,6.02
18,25302,240659,37,10.38
41,102731,248608,20,19.58
58,134542,155274,62,19.54
26,31450,185819,35,12.91
34,34841,40151,22,14.05
27,135365,236102,106,9.96
69,59103,133431,65,20.65
61,105165,206039,64,22.27
33,98981,19606,19,24.64
41,95869,217787,39,24.95
48,128171,207745,87,23.72
57,145706,148503,41,15.75
48,133758,89013,7,2.4
66,137798,127515,55,19.96
29,74103,205135,60,20.28
45,37698,216141,95,12.84
39,144840,51448,96,3.11
27,84654,166398,79,2.24
22,103188,87887,72,9.49
63,62561,22837,72,12.87
48,34666,217271,88,16.65
20,33692,54905,107,7.1
59,127763,33124,30,7.2
22,59110,112275,54,2.18
52,65996,189347,113,16.4
20,79918,110903,32,19.32
47,77847,128763,72,20.04
66,39284,31315,52,13.3
65,117967,12456,14,23.45
45,106468,96922,45,7.84
36,42971,191881,36,9.69
68,16537,12083,109,3.3
56,125523,74617,91,15.26
69,79287,232071,108,8.34
26,51216,112054,19,8.38
27,23219,186245,36,22.5
31,68370,168870,12,10.43
63,131959,240052,72,9.55
62,52127,107928,60,22.3
44,95668,210365,15,10.48
35,115326,106622,63,18.26
63,17052,29003,33,18.81
34,125202,111902,112,6.97
35,101122,14694,81,10.58
56,51127,169279,12,9.97
68,59934,159713,75,9.82
50,88748,170623,58,10.15
30,81607,11451,96,19.89
48,26589,157718,91,19.29
58,44616,110284,8,7.44
52,53758,93093,56,11.2
57,76937,174881,101,15.96
68,49494,45743,108,3.71
29,51021,11449,34,9.69
42,36932,227189,103,21.45
36,73312,192740,78,5.39
64,75070,156762,30,11.14
42,142354,171161,42,5.62
66,20252,184226,17,16.99
53,20263,119949,34,8.01
48,41081,36728,65,8.92
32,111179,8273,68,24.65
35,56191,31380,3,15.97
44,26218,186491,16,23.14
64,31020,98101,28,23.82
44,61235,221222,107,9.61
33,23860,100267,113,11.46
54,79425,131313,40,2.19
58,50897,144365,110,6.02
61,51155,221229,99,3.14
35,74579,219701,36,21.91
25,56006,108080,96,5.89
33,64301,75966,47,5.29
57,85493,249384,59,16.39
44,73006,218070,19,9.03
66,46853,18696,17,23.84
62,94379,134531,27,24.92
54,56874,94148,29,18.3
49,119154,65770,51,16.99
23,111661,59902,44,23.7
48,128088,119199,16,15.43
19,119644,62770,2,13.26
